<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210907,3,,Flat,1400,"MDN","LOTS 147 & 244 AT KARAKA 2021",10000.00,13:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",379545,14,6,"Melodious","3","f",55.00,2,1.24.69,0.37.10,0.50," NOSE","Jamie Richards","Matamata",14.30,4.10,1500.00,"Joe Kamaruddin",51.00,4.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",230462,"DARCI BRAHMA (NZ) 2002",285865,"QUINTETTE (NZ) 2010",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210907,3,,Flat,1400,"MDN","LOTS 147 & 244 AT KARAKA 2021",10000.00,13:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",377181,15,4,"Parading","3","f",55.00,6,1.25.21,0.37.30,3.90," ","Stephen Marsh","Cambridge",15.00,0.00,200.00,"Danielle Johnson",55.00,0.00,50,0,0,"Approved Plates, Lugging Bit",350873,"COMPLACENT (AUS) 2010",264188,"SHOW DAME (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210907,3,,Flat,1400,"MDN","LOTS 147 & 244 AT KARAKA 2021",10000.00,13:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",372334,17,3,"Contemplation","3","g",57.00,5,1.25.12,0.36.86,3.40," 1/2 LEN","Roger James & Robert Wellwood","Cambridge",22.70,0.00,200.00,"Vinnie Colgan",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",252271,"SO YOU THINK (NZ) 2006",247001,"CELERIS (NZ) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210907,3,,Flat,1400,"MDN","LOTS 147 & 244 AT KARAKA 2021",10000.00,13:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",356444,21,2,"Aperitif","4","g",58.50,10,1.25.63,0.37.44,6.50," ","Tarissa Macdonald","Cambridge",37.40,0.00,200.00,"Troy Harris",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Tongue Tie",265282,"OCEAN PARK (NZ) 2008",195440,"PERNOD (NZ) 1997",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",354691,1,5,"Vulture Street","4","g",59.00,7,2.13.90,0.38.34,6.20," ","David Greene","Te Rapa",11.10,0.00,200.00,"Jasmine Fawcett",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",241092,"ALAMOSA (NZ) 2004",257053,"SONGBIRD (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",362102,2,13,"Under the Pump","4","g",58.50,16,2.17.83,0.41.76,30.80," ","Paul Mirabelli","Cambridge",73.70,0.00,0.00,"Jonathan Riddell",58.50,0.00,62,0,0,"Approved Plates, Norton Bit",287992,"EL ROCA (AUS) 2010",243038,"SOLITARY (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",362164,3,11,"Go Bobby","4","g",58.00,14,2.16.17,0.39.93,20.40," ","Team Rogerson","Tuhikaramea",43.40,0.00,200.00,"Ryan Elliot",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit",232838,"NO EXCUSE NEEDED (GB) 1998",267614,"GOSSIP GIRL (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",356861,4,10,"Solid Contact","4","g",57.50,15,2.16.27,0.40.79,21.00," ","Martin Da Cruz","Cambridge",31.40,0.00,0.00,"Trudy Thornton",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Tongue Tie",238456,"SAVABEEL (AUS) 2001",257781,"I DO (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",337146,5,8,"Wheao (AUS)","6","g",57.50,1,2.13.02,0.37.94,," NOSE","Tim & Margaret Carter","Cambridge",25.70,6.70,5400.00,"Lynsey Satherley",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",313274,"ALFRED NOBEL (IRE) 2007",337145,"MISS WHIRL (AUS) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",353767,6,1,"Tuppence","4","m",57.00,10,2.14.62,0.39.66,10.70," ","Tony Pike","Cambridge",2.50,0.00,200.00,"Kozzi Asano",56.00,1.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers",193564,"PENTIRE (GB) 1992",207676,"PENNIES IN HEAVEN (NZ) 1999",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",346635,8,4,"Sardonia","5","m",56.50,9,2.14.61,0.39.25,10.60," ","Stephen Marsh","Cambridge",9.10,0.00,200.00,"Danielle Johnson",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",255989,"IFFRAAJ (GB) 2001",220345,"SARDONYX (NZ) 2001",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",353831,9,6,"Shocking Penny","4","m",56.50,11,2.15.14,0.40.33,13.90," ","Moira & Kieran Murdoch","Pukekohe Park",22.90,0.00,200.00,"Wiremu Pinn",54.50,2.00,62,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",287450,"SHOCKING (AUS) 2005",265606,"SAUCY PENNY (NZ) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",357501,10,7,"Tia d'Or","4","m",56.50,13,2.15.85,0.39.97,18.40," ","Michael Moroney & Pam Gerard","Matamata",24.20,0.00,200.00,"Michael McNab",56.50,0.00,62,0,0,"Approved Plates, Tongue Control Bit, Nasal Strip",248656,"TAVISTOCK (NZ) 2005",245600,"ZARVANA (NZ) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",360414,11,15,"Lady Gwendolyn","4","m",56.00,4,2.13.24,0.37.49,1.60," 2 1/4 LEN","Debbie Sweeney","Te Awamutu",8.20,0.00,400.00,"Craig Grylls",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket, Ear Covers",311714,"POET'S VOICE (GB) 2007",349809,"MISS CHARLIZE (ARG) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",345401,12,12,"O'Susana","5","m",56.00,2,2.13.03,0.37.13,0.10," HEAD","Stephen McKee","Ardmore",18.70,4.60,1500.00,"Leith Innes",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",238456,"SAVABEEL (AUS) 2001",259466,"CHAPARRONE (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",357584,14,3,"Letz'av Bubbles","4","m",55.50,3,2.13.06,0.37.76,0.30," 1 1/4 LEN","Stephen Marsh","Cambridge",13.30,3.80,700.00,"Samantha Collett",55.50,0.00,60,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",287687,"SHOWCASING (GB) 2007",207633,"PHILLIPA GLASS (NZ) 1999",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",349394,15,2,"Iridessa","5","m",55.00,8,2.14.31,0.39.02,8.70," ","Michael Moroney & Pam Gerard","Matamata",48.80,0.00,200.00,"Shaun McKay",55.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Side Winkers",337096,"EUROZONE (AUS) 2010",284149,"ZENNITA (NZ) 2010",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",343138,17,14,"Master Herb","5","g",57.00,6,2.13.78,0.37.49,5.40," ","Debbie Sweeney","Te Awamutu",32.00,0.00,200.00,"Taiki Yanagida",56.00,1.00,59,0,0,"Approved Plates, Lugging Bit, Nose Band (1st time), Tongue Tie (1st time)",248656,"TAVISTOCK (NZ) 2005",258391,"MISS HERB (NZ) 2007",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",349957,18,16,"Firoden","5","g",56.00,12,2.15.39,0.39.19,15.50," ","Steven Reid","Pukekohe",21.10,0.00,200.00,"Andrew Calder",56.00,0.00,57,0,0,"Approved Plates, Lugging Bit, Tongue Tie",279436,"DENMAN (AUS) 2006",287724,"FIROSTEFANI (AUS) 2010",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209974,4,,Flat,2100,"Rating 65 Benchmark*","LEGENDS DAY 13 FEBRUARY 2100",10000.00,13:35:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",6,"Overcast",328475,19,9,"Lady Azamour","6","m",54.00,5,2.13.55,0.37.68,3.90," 1 1/2 LEN","Peter & Dawn Williams","Byerley Park",17.70,0.00,200.00,"Ashvin Goindasamy",53.00,1.00,57,0,0,"Approved Plates, Lugging Bit, Blinkers",269429,"AZAMOUR (IRE) 2001",255624,"CHASING MAMMON (AUS) 2005",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",365394,3,2,"O'Jessica (AUS)","4","m",56.50,P,,,," ","Stephen McKee","Ardmore",3.50,0.00,200.00,"Andrew Calder",56.50,0.00,54,0,0,"Approved Plates, Lugging Bit",345678,"DEEP FIELD (AUS) 2010",253325,"SAN CRISTOBEL (NZ) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",316650,4,5,"Arrivo","7","m",56.50,10,1.07.38,0.36.50,10.40," ","Jaimee Entwisle","Pukekohe Park",80.60,0.00,200.00,"Masa Hashizume",54.50,2.00,53,0,0,"Approved Plates, Lugging Bit, Nasal Strip, Tongue Tie on",238708,"CAPTAIN RIO (GB) 1999",217501,"FAST ARRIVAL (NZ) 2000",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",353734,5,4,"Rosey Posey","4","m",56.50,8,1.07.11,0.36.11,8.70," ","Stephen Autridge & Kris Shailer","Matamata",7.30,0.00,200.00,"Craig Grylls",56.50,0.00,52,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",337951,"CHARM SPIRIT (IRE) 2011",312382,"SHOWER OF ROSES (GB) 2008",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",365246,8,11,"Bancomat D'Oro (AUS)","5","m",56.50,7,1.07.06,0.36.46,8.40," ","Paul Lugtigheid","Waipa",35.00,0.00,200.00,"Lynsey Satherley",56.50,0.00,49,0,0,"Approved Plates, Standard Bit",279438,"MEDAGLIA D'ORO (USA) 1999",365247,"CELSIUS (AUS) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",375597,11,7,"Madame Moet","3","f",55.00,4,1.06.29,0.35.62,3.50," LONG HEAD","Jamie Richards","Matamata",13.30,0.00,400.00,"Joe Kamaruddin",51.00,4.00,50,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band, Tongue Tie",255989,"IFFRAAJ (GB) 2001",276051,"CHAMPAGNE KATIE (NZ) 2009",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",380090,12,9,"D'Oro Mexicano (AUS)","3","f",55.00,5,1.06.33,0.35.19,3.70," 1 3/4 LEN","Jamie Richards","Matamata",2.60,0.00,200.00,"Danielle Johnson",55.00,0.00,47,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",353214,"VANCOUVER (AUS) 2012",251604,"MEXICAN ROSE (NZ) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",371636,13,3,"Doves Bay","3","f",55.00,11,1.08.48,0.37.37,17.30," ","John Bell","Cambridge",18.90,0.00,200.00,"Michael McNab",55.00,0.00,47,0,0,"Approved Plates, Lugging Bit",354377,"EXOSPHERE (AUS) 2012",351033,"OPITO BAY (IRE) 2012",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",378690,14,1,"Tina Again","3","f",55.00,2,1.05.82,0.34.46,0.20," 1 1/4 LEN","Clinton Isdale","Te Awamutu",40.40,8.20,1500.00,"Brandon May",55.00,0.00,47,0,0,"Approved Plates, Lugging Bit, Blinkers, Brow Band, Ear Covers",287992,"EL ROCA (AUS) 2010",317270,"PHOENIX (NZ) 2013",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",343160,15,8,"Remarkable Ruth","5","m",56.50,9,1.07.12,0.35.98,8.80," ","Stephen Marsh","Cambridge",39.50,0.00,200.00,"Ashvin Goindasamy",55.50,1.00,47,0,0,"Approved Plates, Lugging Bit, Tongue Tie",257403,"HE'S REMARKABLE (NZ) 2007",186238,"ESTILO CENTURIA (NZ) 1995",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",367399,16,6,"Taupo Missy","3","f",55.00,3,1.06.00,0.35.33,1.50," 2 LEN","Stephen Marsh","Cambridge",10.60,2.80,700.00,"Samantha Collett",55.00,0.00,47,0,0,"Approved Plates, Lugging Bit",287687,"SHOWCASING (GB) 2007",231020,"MISSY ELLIOTT (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",361025,17,10,"El Noir","4","m",56.50,1,1.05.78,0.34.74,," LONG HEAD","Stephen Marsh","Cambridge",17.00,4.00,5400.00,"Sam Weatherley",56.50,0.00,46,0,0,"Approved Plates, Lugging Bit",287992,"EL ROCA (AUS) 2010",325997,"SHABANA (AUS) 2006",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Overcast","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",209975,5,,Flat,1100,"MDN","SWEYNESSE- FOOTING IT WITH THE BEST 1100",10000.00,14:10:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",6,"Overcast",358830,18,12,"Ms Candee Lane","4","m",56.50,6,1.06.59,0.35.48,5.50," ","Jacqui Wadham","Pukekohe Park",63.00,0.00,200.00,"Trudy Thornton",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",338426,"LASHKAAL (AUS) 2011",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",376602,1,4,"Pentarch","3","g",57.50,5,1.13.73,0.37.04,2.40," 1/2 LEN","Peter & Dawn Williams","Byerley Park",9.70,0.00,200.00,"Ashvin Goindasamy",56.50,1.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",193564,"PENTIRE (GB) 1992",229879,"ARABIAN NIGHTS (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",368497,4,5,"The Gigolo","3","g",57.50,8,1.14.82,0.37.25,9.30," ","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",11.20,0.00,200.00,"Samantha Collett",57.50,0.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip (1st time), Tongue Tie (1st time)",285563,"THE BOLD ONE (NZ) 2010",243220,"WANABI (NZ) 2004",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",377389,5,8,"Civil Unrest","3","g",57.50,2=,1.13.40,0.37.41,0.50," 1 3/4 LEN","Fred & Lindsay Cornege","",39.90,7.40,1100.00,"Jonathan Riddell",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",252669,"CIVICS (AUS) 1999",255350,"DONNA MAJELLA (AUS) 1998",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",379089,6,1,"Sovereignty","3","g",57.50,4,1.13.72,0.37.01,2.30," NOSE","Graham Richardson & Rogan Norvall","Matamata",13.50,0.00,400.00,"Kozzi Asano",56.50,1.00,45,0,0,"Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",229617,"AMBAARUN (NZ) 2002",
49654,2021-01-20,2,"Te Rapa","Industry","Race","Waikato RC","WAIKATO RC 20 JAN","Dead",6,"Showery","Out 7m | 11.5mm Rain Overnight | 27mm Rain Last 7 days",210909,6,,Flat,1200,"MDN 3YO","NZB KARAKA 2021 24-28 JANUARY 3YO",10000.00,14:46:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",7,"Showery",374177,7,3,"Autobahn","3","f",55.50,6,1.13.83,0.36.76,2.90," ","Emma-Lee & David Browne","Cambridge",2.90,0.00,200.00,"Wiremu Pinn",53.50,2.00,65,0,0,"Approved Plates, Tongue Control Bit",337951,"CHARM SPIRIT (IRE) 2011",288035,"DRESDEN PARK (NZ) 2010",
