ID,MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,SireID,Sire,DamID,Dam
0,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,363000,1,2,Aorangi Assassin,4,g,58.5,4,1.15.35,0.37.00,6.6, 3/4 LEN,Pat Collins,Timaru,17.3,0.0,Terry Moseley,58.5,0.0,45,0,0,287687,SHOWCASING (GB) 2007,191110,QUEDAR (NZ) 1996
1,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,357343,3,4,Oraka Playboy,4,g,58.5,7,1.15.51,0.36.88,7.8, ,Rebecca Bevin,Riverton,72.4,0.0,Kin Kwo,56.5,2.0,45,0,0,255989,IFFRAAJ (GB) 2001,287634,ESTELLE (NZ) 2010
2,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,368195,4,6,The Good Shepherd,3,g,57.0,2,1.14.40,0.36.10,0.3, 5 1/2 LEN,Stephen Blair-Edie,Riverton,2.5,1.3,Amless Bohorun,54.0,3.0,53,0,0,313325,POWER (GB) 2009,260918,LIKEAPINS (NZ) 2007
3,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,373522,5,7,Pure Vintage,3,g,57.0,6,1.15.49,0.37.02,7.6, ,Bruce Laking,Invercargill,36.0,0.0,Lee Callaway,57.0,0.0,45,0,0,325005,PURE CHAMPION (IRE) 2007,259083,LAST VINTAGE (NZ) 2007
4,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,359598,6,5,Phyllite,4,m,56.5,3,1.15.22,0.37.55,5.8, 3/4 LEN,Brian & Shane Anderton,Wingatui,2.6,1.2,Corey Campbell,55.5,1.0,54,0,0,255627,GALLANT GURU (AUS) 2002,223780,ENZED (NZ) 2001
5,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,360724,7,8,Bella Eve,4,m,56.5,8,1.16.62,0.38.91,15.1, ,Centaine Spittles,Balcairn,15.0,0.0,Gosen Jogoo,56.5,0.0,45,0,0,257403,HES REMARKABLE (NZ) 2007,222083,DANBELLE (NZ) 2001
6,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,354070,8,1,Commassie,4,m,56.5,9,1.17.35,0.37.97,20.1, ,John Phillips,Winton,40.9,0.0,Brett Murray,56.5,0.0,45,0,0,313448,NIAGARA (AUS) 2008,236680,VANIA (NZ) 2003
7,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,333458,9,3,Oceans Seven,6,m,56.5,5,1.15.46,0.36.87,7.4, ,Leda Beck,Winton,17.4,0.0,Courtney Barnes,56.5,0.0,45,0,0,265282,OCEAN PARK (NZ) 2008,230820,PIN A FOUR (NZ) 2002
8,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,209034,1,,Flat,1200,MDN,WAXYS IRISH PUB MAIDEN,12:32:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,372707,10,9,Sorrida,3,f,55.0,1,1.14.36,0.35.61,, NECK,Jo-Anne Dalton,Ascot Park,5.9,1.5,Samantha Wynne,55.0,0.0,51,0,0,268744,BURGUNDY (NZ) 2008,258957,KEEP SMILING (NZ) 2007
9,49601,2020-11-18,6,Ascot Park,Industry,Race,Southland RC,SOUTHLAND RC 18 NOV,Dead,4,Overcast,Out 3m | 0.5mm rain overnight,210613,2,,Flat,1200,MDN,LONE STAR CAFÉ & BAR MAIDEN,13:06:00,N,,Unrestricted,Maiden,unrestricted,sw,Dead,4,Overcast,356302,1,3,Fill Ya Boots,4,g,58.5,1,1.14.42,0.35.19,, LONG NECK,Kelvin Tyler & Aimee Tyler,Riverton,8.9,2.7,Terry Moseley,58.5,0.0,45,0,0,258606,JIMMY CHOUX (NZ) 2007,247697,SELENUS (NZ) 2005
